run_name,experiment,split,gold,pred,count,rate_within_gold,gold_support
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:=ed],[* m:=ed],23,0.884615,26
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:03s:a],[* m:03s:a],22,0.916667,24
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:allo],[* m:allo],11,1.0,11
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* s:r:gc:pro],[* s:r:gc:pro],7,0.777778,9
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* s:r:prep],<none>,2,1.0,2
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* s:r:gc:pro],<none>,2,0.222222,9
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:vsg:a],<none>,1,0.5,2
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* s:r:gc:det],[* m:03s:a],1,0.5,2
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:++ed:i],[* m:++ed:i],1,0.5,2
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:++ed:i],[* m:++ed],1,0.5,2
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:++ed],[* m:++ed],1,1.0,1
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:+ed],<none>,1,1.0,1
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:03s:a],[* s:r:prep],1,0.041667,24
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:03s:a],<none>,1,0.041667,24
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:0ed],[* s:r:gc:pro],1,1.0,1
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:0ing],<none>,1,1.0,1
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:0s:a],<none>,1,1.0,1
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:=ed],[* m:=en],1,0.038462,26
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:=ed],[* m:base:ed],1,0.038462,26
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:=ed],<none>,1,0.038462,26
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:base:ed],<none>,1,0.5,2
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:base:ed],[* m:=ed],1,0.5,2
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:vsg:a],[* m:vsg:a],1,0.5,2
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* m:vun:a],[* m:vun:a],1,1.0,1
acl_rr_exp1_direct_stage3_seed3407,exp1,test_real,[* s:r:der],[* m:03s:a],1,1.0,1
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:++est],[* m:base:est],144,1.0,144
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:++er],[* m:base:er],132,0.868421,152
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:0er],<none>,94,0.648276,145
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:0est],<none>,86,0.573333,150
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:0est],[* m:base:est],45,0.3,150
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:0er],[* m:base:er],36,0.248276,145
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:++er],[* s:r:der],14,0.092105,152
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:0est],[* s:r:prep],12,0.08,150
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:0er],[* s:r:prep],11,0.075862,145
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:0est],[* s:r:der],5,0.033333,150
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:0er],[* s:r:der],4,0.027586,145
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:++er],[* m:base:est],3,0.019737,152
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:++er],<none>,2,0.013158,152
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:++er],[* s:r:gc:det],1,0.006579,152
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:0est],[* s:r:gc:det],1,0.006667,150
acl_rr_exp1_direct_stage3_seed3407,exp1,holdout_generalization,[* m:0est],[* m:base:en],1,0.006667,150
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:03s:a],[* m:03s:a],22,0.916667,24
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:=ed],[* m:=ed],22,0.846154,26
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:allo],[* m:allo],11,1.0,11
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* s:r:gc:pro],[* s:r:gc:pro],7,0.777778,9
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:=ed],[* m:=en],2,0.076923,26
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* s:r:prep],<none>,2,1.0,2
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* s:r:gc:pro],<none>,2,0.222222,9
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:vsg:a],<none>,1,0.5,2
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* s:r:gc:det],[* m:03s:a],1,0.5,2
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:++ed:i],[* m:++ed:i],1,0.5,2
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:++ed:i],[* m:++ed],1,0.5,2
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:++ed],[* m:++ed],1,1.0,1
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:+ed],<none>,1,1.0,1
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:03s:a],[* s:r:prep],1,0.041667,24
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:03s:a],<none>,1,0.041667,24
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:0ed],[* m:03s:a],1,1.0,1
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:0ing],[* m:+ed],1,1.0,1
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:0s:a],[* m:base:ed],1,1.0,1
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:=ed],[* m:03s:a],1,0.038462,26
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:=ed],<none>,1,0.038462,26
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:base:ed],<none>,1,0.5,2
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:base:ed],[* m:03s:a],1,0.5,2
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:vsg:a],[* m:vsg:a],1,0.5,2
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* m:vun:a],[* m:vun:a],1,1.0,1
acl_rr_exp2_abs_nonword_seed3407,exp3,test_real,[* s:r:der],[* m:03s:a],1,1.0,1
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:++est],[* m:base:est],141,0.979167,144
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:0er],<none>,139,0.958621,145
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:++er],[* m:base:er],133,0.875,152
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:0est],<none>,117,0.78,150
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:++er],[* s:r:der],11,0.072368,152
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:0est],[* s:r:der],10,0.066667,150
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:0est],[* s:r:prep],8,0.053333,150
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:0est],[* m:base:est],8,0.053333,150
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:0est],[* s:r:gc:det],7,0.046667,150
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:++er],<none>,6,0.039474,152
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:0er],[* m:base:er],3,0.02069,145
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:0er],[* s:r:der],2,0.013793,145
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:++er],[* s:r:gc:det],1,0.006579,152
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:++er],[* m:base:est],1,0.006579,152
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:++est],<none>,1,0.006944,144
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:++est],[* s:r:der],1,0.006944,144
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:++est],[* m:base:er],1,0.006944,144
acl_rr_exp2_abs_nonword_seed3407,exp3,holdout_generalization,[* m:0er],[* m:vsg:a],1,0.006897,145
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:=ed],[* m:=ed],22,0.846154,26
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:03s:a],[* m:03s:a],21,0.875,24
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:allo],[* m:allo],11,1.0,11
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* s:r:gc:pro],[* s:r:gc:pro],7,0.777778,9
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* s:r:prep],<none>,2,1.0,2
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:03s:a],<none>,2,0.083333,24
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:=ed],<none>,2,0.076923,26
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:vsg:a],<none>,1,0.5,2
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* s:r:gc:det],[* m:03s:a],1,0.5,2
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:++ed:i],[* m:++ed:i],1,0.5,2
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:++ed:i],[* m:++ed],1,0.5,2
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:++ed],[* m:++ed],1,1.0,1
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:+ed],<none>,1,1.0,1
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:03s:a],[* s:r:prep],1,0.041667,24
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:0ed],[* s:r:gc:pro],1,1.0,1
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:0ing],[* m:+ed],1,1.0,1
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:0s:a],[* m:03s:a],1,1.0,1
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:=ed],[* m:+ed],1,0.038462,26
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:=ed],[* m:03s:a],1,0.038462,26
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:base:ed],<none>,1,0.5,2
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:base:ed],[* m:03s:a],1,0.5,2
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:vsg:a],[* m:vsg:a],1,0.5,2
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* m:vun:a],[* m:vun:a],1,1.0,1
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* s:r:der],[* m:03s:a],1,1.0,1
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,test_real,[* s:r:gc:det],[* s:r:gc:det],1,0.5,2
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:++est],[* m:base:est],141,0.979167,144
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:++er],[* m:base:er],138,0.907895,152
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:0er],<none>,114,0.786207,145
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:0est],<none>,76,0.506667,150
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:0est],[* s:r:der],27,0.18,150
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:0est],[* s:r:prep],19,0.126667,150
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:0er],[* s:r:prep],16,0.110345,145
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:0er],[* s:r:der],14,0.096552,145
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:++er],[* s:r:der],10,0.065789,152
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:0est],[* m:base:est],10,0.066667,150
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:0est],[* m:0's],10,0.066667,150
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:0est],[* s:r:gc:det],8,0.053333,150
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:++er],<none>,2,0.013158,152
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:++est],[* s:r:der],2,0.013889,144
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:++er],[* m:++en:i],1,0.006579,152
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:++er],[* s:r:gc:det],1,0.006579,152
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:++est],<none>,1,0.006944,144
acl_rr_exp2_abs_off_no_recon_seed3407,exp3,holdout_generalization,[* m:0er],[* m:vsg:a],1,0.006897,145
